5 500
(0,0)99788765(1,0)
(0,0)590011675(0,1)
(1,0)171864072(2,0)
(1,0)2131925610(1,1)
(2,0)171035632(3,0)
(2,0)317159276(2,1)
(3,0)963050649(4,0)
(3,0)602511920(3,1)
(4,0)1069979073(4,1)
(0,1)33661026(1,1)
(0,1)1919854381(0,2)
(1,1)2086105860(2,1)
(1,1)589806848(1,2)
(2,1)894416410(3,1)
(2,1)475191198(2,2)
(3,1)780437020(4,1)
(3,1)550050020(3,2)
(4,1)583787226(4,2)
(0,2)550277486(1,2)
(0,2)893281828(0,3)
(1,2)990569005(2,2)
(1,2)650366414(1,3)
(2,2)612872373(3,2)
(2,2)968873679(2,3)
(3,2)1764676460(4,2)
(3,2)163967331(3,3)
(4,2)2072834383(4,3)
(0,3)802348052(1,3)
(0,3)841258873(0,4)
(1,3)1025141346(2,3)
(1,3)2082417967(1,4)
(2,3)34723084(3,3)
(2,3)1392359727(2,4)
(3,3)1564223799(4,3)
(3,3)1009583308(3,4)
(4,3)351882361(4,4)
(0,4)19252071(1,4)
(0,4)1180618940(0,5)
(1,4)103114365(2,4)
(1,4)1314933010(1,5)
(2,4)1348594037(3,4)
(2,4)1939106453(2,5)
(3,4)1877728665(4,4)
(3,4)692921213(3,5)
(4,4)1823785235(4,5)
(0,5)280295037(1,5)
(0,5)1587337623(0,6)
(1,5)23641201(2,5)
(1,5)456738607(1,6)
(2,5)1007016093(3,5)
(2,5)1173576865(2,6)
(3,5)16662222(4,5)
(3,5)674007615(3,6)
(4,5)1975889773(4,6)
(0,6)180629553(1,6)
(0,6)1286879988(0,7)
(1,6)1212230723(2,6)
(1,6)1593082585(1,7)
(2,6)247946989(3,6)
(2,6)1021888427(2,7)
(3,6)2047029773(4,6)
(3,6)1147165042(3,7)
(4,6)1640306716(4,7)
(0,7)909129433(1,7)
(0,7)1181888127(0,8)
(1,7)1533770488(2,7)
(1,7)1057046868(1,8)
(2,7)1076298939(3,7)
(2,7)2089748373(2,8)
(3,7)45379090(4,7)
(3,7)701219850(3,8)
(4,7)867921744(4,8)
(0,8)738300303(1,8)
(0,8)2049813887(0,9)
(1,8)1726115474(2,8)
(1,8)598166761(1,9)
(2,8)878461798(3,8)
(2,8)178154278(2,9)
(3,8)201795479(4,8)
(3,8)35370433(3,9)
(4,8)2052038663(4,9)
(0,9)875803094(1,9)
(0,9)1042386527(0,10)
(1,9)870792652(2,9)
(1,9)2068700886(1,10)
(2,9)101846791(3,9)
(2,9)15199434(2,10)
(3,9)1227430158(4,9)
(3,9)316391589(3,10)
(4,9)1123735218(4,10)
(0,10)227111552(1,10)
(0,10)564338578(0,11)
(1,10)57161646(2,10)
(1,10)1023281343(1,11)
(2,10)1932410776(3,10)
(2,10)1408999679(2,11)
(3,10)795286519(4,10)
(3,10)1114208514(3,11)
(4,10)1874675501(4,11)
(0,11)1496506370(1,11)
(0,11)43023806(0,12)
(1,11)910945550(2,11)
(1,11)1920054591(1,12)
(2,11)510871246(3,11)
(2,11)1398836609(2,12)
(3,11)977468436(4,11)
(3,11)1509112312(3,12)
(4,11)689025524(4,12)
(0,12)1012838869(1,12)
(0,12)240090462(0,13)
(1,12)144645478(2,12)
(1,12)890821003(1,13)
(2,12)1766624097(3,12)
(2,12)2055225396(2,13)
(3,12)778534400(4,12)
(3,12)65862716(3,13)
(4,12)1781823532(4,13)
(0,13)1094925989(1,13)
(0,13)167709507(0,14)
(1,13)1291444726(2,13)
(1,13)861770042(1,14)
(2,13)1088881594(3,13)
(2,13)1659264567(2,14)
(3,13)1716426214(4,13)
(3,13)167242421(3,14)
(4,13)350397626(4,14)
(0,14)683151080(1,14)
(0,14)2099653198(0,15)
(1,14)1826845051(2,14)
(1,14)1145684145(1,15)
(2,14)494706867(3,14)
(2,14)726174886(2,15)
(3,14)1637120437(4,14)
(3,14)1599415995(3,15)
(4,14)1893543477(4,15)
(0,15)998749101(1,15)
(0,15)2110287241(0,16)
(1,15)651829118(2,15)
(1,15)723528265(1,16)
(2,15)1736367134(3,15)
(2,15)1238839563(2,16)
(3,15)1383485041(4,15)
(3,15)1542650121(3,16)
(4,15)1644108883(4,16)
(0,16)1449347757(1,16)
(0,16)1161790571(0,17)
(1,16)796130455(2,16)
(1,16)275159635(1,17)
(2,16)1370085625(3,16)
(2,16)1617057265(2,17)
(3,16)761018343(4,16)
(3,16)1657900497(3,17)
(4,16)881866544(4,17)
(0,17)928260764(1,17)
(0,17)599298443(0,18)
(1,17)949696069(2,17)
(1,17)450809110(1,18)
(2,17)1133960191(3,17)
(2,17)880430314(2,18)
(3,17)559791718(4,17)
(3,17)2095380215(3,18)
(4,17)1860135077(4,18)
(0,18)11724065(1,18)
(0,18)442603434(0,19)
(1,18)188663263(2,18)
(1,18)1349771866(1,19)
(2,18)201037319(3,18)
(2,18)2122011306(2,19)
(3,18)626356776(4,18)
(3,18)912191528(3,19)
(4,18)1439876883(4,19)
(0,19)21523250(1,19)
(0,19)501075015(0,20)
(1,19)2145183898(2,19)
(1,19)675878276(1,20)
(2,19)2125226034(3,19)
(2,19)1183313821(2,20)
(3,19)1979444276(4,19)
(3,19)272859885(3,20)
(4,19)1594799651(4,20)
(0,20)1489861125(1,20)
(0,20)1642945510(0,21)
(1,20)377328407(2,20)
(1,20)208334346(1,21)
(2,20)1136595110(3,20)
(2,20)2089159568(2,21)
(3,20)891371990(4,20)
(3,20)828137517(3,21)
