5 30
(0,0)611911301(1,0)
(0,0)677741240(0,1)
(1,0)1039653884(2,0)
(1,0)516687479(1,1)
(2,0)115325623(3,0)
(2,0)807009856(2,1)
(3,0)2083069270(4,0)
(3,0)1224653905(3,1)
(4,0)1106860981(4,1)
(0,1)876420180(1,1)
(0,1)922406371(0,2)
(1,1)1259609597(2,1)
(1,1)322411828(1,2)
(2,1)1318253490(3,1)
(2,1)1356425747(2,2)
(3,1)229978180(4,1)
(3,1)883344301(3,2)
(4,1)1871801538(4,2)
(0,2)1334753943(1,2)
(0,2)567764310(0,3)
(1,2)768869741(2,2)
(1,2)1440409294(1,3)
(2,2)1147132415(3,2)
(2,2)447440212(2,3)
(3,2)1813670413(4,2)
(3,2)825732306(3,3)
(4,2)1897413451(4,3)
(0,3)1396963907(1,3)
(0,3)991129617(0,4)
(1,3)1065898046(2,3)
(1,3)1658754524(1,4)
(2,3)123182177(3,3)
(2,3)2074705148(2,4)
(3,3)966875384(4,3)
(3,3)1582585525(3,4)
(4,3)930192033(4,4)
(0,4)44045642(1,4)
(0,4)1697911148(0,5)
(1,4)657288481(2,4)
(1,4)865777656(1,5)
(2,4)1742197836(3,4)
(2,4)966452013(2,5)
(3,4)78577962(4,4)
(3,4)979700309(3,5)
(4,4)951139936(4,5)
(0,5)961922264(1,5)
(0,5)150470151(0,6)
(1,5)2022271690(2,5)
(1,5)1181118116(1,6)
(2,5)368388411(3,5)
(2,5)1529686574(2,6)
(3,5)151072667(4,5)
(3,5)1315197336(3,6)
(4,5)815828623(4,6)
(0,6)976804973(1,6)
(0,6)314846104(0,7)
(1,6)64775907(2,6)
(1,6)482015388(1,7)
(2,6)1878979296(3,6)
(2,6)1967934590(2,7)
(3,6)886348988(4,6)
(3,6)1723530431(3,7)
(4,6)1806200796(4,7)
(0,7)321450865(1,7)
(0,7)1846712609(0,8)
(1,7)629420994(2,7)
(1,7)625592532(1,8)
(2,7)669638174(3,7)
(2,7)2019362013(2,8)
(3,7)529166846(4,7)
(3,7)1495198650(3,8)
(4,7)1636090187(4,8)
(0,8)1508867155(1,8)
(0,8)1089912839(0,9)
(1,8)2041052775(2,8)
(1,8)1714668150(1,9)
(2,8)529106766(3,8)
(2,8)1659337307(2,9)
(3,8)1534125349(4,8)
(3,8)1074687243(3,9)
(4,8)2058793340(4,9)
