30 10
(0,0)99788765(1,0)
(0,0)590011675(0,1)
(1,0)171864072(2,0)
(1,0)2131925610(1,1)
(2,0)171035632(3,0)
(2,0)317159276(2,1)
(3,0)963050649(4,0)
(3,0)602511920(3,1)
(4,0)1919854381(5,0)
(4,0)1069979073(4,1)
(5,0)589806848(6,0)
(5,0)33661026(5,1)
(6,0)475191198(7,0)
(6,0)2086105860(6,1)
(7,0)550050020(8,0)
(7,0)894416410(7,1)
(8,0)583787226(9,0)
(8,0)780437020(8,1)
(9,0)550277486(10,0)
(9,0)893281828(9,1)
(10,0)990569005(11,0)
(10,0)650366414(10,1)
(11,0)612872373(12,0)
(11,0)968873679(11,1)
(12,0)1764676460(13,0)
(12,0)163967331(12,1)
(13,0)841258873(14,0)
(13,0)2072834383(13,1)
(14,0)2082417967(15,0)
(14,0)802348052(14,1)
(15,0)1392359727(16,0)
(15,0)1025141346(15,1)
(16,0)1009583308(17,0)
(16,0)34723084(16,1)
(17,0)351882361(18,0)
(17,0)1564223799(17,1)
(18,0)19252071(19,0)
(18,0)1180618940(18,1)
(19,0)103114365(20,0)
(19,0)1314933010(19,1)
(20,0)1348594037(21,0)
(20,0)1939106453(20,1)
(21,0)1877728665(22,0)
(21,0)692921213(21,1)
(22,0)1587337623(23,0)
(22,0)1823785235(22,1)
(23,0)456738607(24,0)
(23,0)280295037(23,1)
(24,0)1173576865(25,0)
(24,0)23641201(24,1)
(25,0)674007615(26,0)
(25,0)1007016093(25,1)
(26,0)1975889773(27,0)
(26,0)16662222(26,1)
(27,0)180629553(28,0)
(27,0)1286879988(27,1)
(28,0)1212230723(29,0)
(28,0)1593082585(28,1)
(29,0)1021888427(29,1)
(0,1)1147165042(1,1)
(0,1)247946989(0,2)
(1,1)1640306716(2,1)
(1,1)2047029773(1,2)
(2,1)909129433(3,1)
(2,1)1181888127(2,2)
(3,1)1533770488(4,1)
(3,1)1057046868(3,2)
(4,1)1076298939(5,1)
(4,1)2089748373(4,2)
(5,1)45379090(6,1)
(5,1)701219850(5,2)
(6,1)2049813887(7,1)
(6,1)867921744(6,2)
(7,1)598166761(8,1)
(7,1)738300303(7,2)
(8,1)178154278(9,1)
(8,1)1726115474(8,2)
(9,1)35370433(10,1)
(9,1)878461798(9,2)
(10,1)2052038663(11,1)
(10,1)201795479(10,2)
(11,1)875803094(12,1)
(11,1)1042386527(11,2)
(12,1)870792652(13,1)
(12,1)2068700886(12,2)
(13,1)101846791(14,1)
(13,1)15199434(13,2)
(14,1)1227430158(15,1)
(14,1)316391589(14,2)
(15,1)564338578(16,1)
(15,1)1123735218(15,2)
(16,1)1023281343(17,1)
(16,1)227111552(16,2)
(17,1)1408999679(18,1)
(17,1)57161646(17,2)
(18,1)1114208514(19,1)
(18,1)1932410776(18,2)
(19,1)1874675501(20,1)
(19,1)795286519(19,2)
(20,1)1496506370(21,1)
(20,1)43023806(20,2)
(21,1)910945550(22,1)
(21,1)1920054591(21,2)
(22,1)510871246(23,1)
(22,1)1398836609(22,2)
(23,1)977468436(24,1)
(23,1)1509112312(23,2)
(24,1)240090462(25,1)
(24,1)689025524(24,2)
(25,1)890821003(26,1)
(25,1)1012838869(25,2)
(26,1)2055225396(27,1)
(26,1)144645478(26,2)
(27,1)65862716(28,1)
(27,1)1766624097(27,2)
(28,1)1781823532(29,1)
(28,1)778534400(28,2)
(29,1)167709507(29,2)
(0,2)861770042(1,2)
(0,2)1094925989(0,3)
(1,2)1659264567(2,2)
(1,2)1291444726(1,3)
(2,2)167242421(3,2)
(2,2)1088881594(2,3)
(3,2)350397626(4,2)
(3,2)1716426214(3,3)
(4,2)683151080(5,2)
(4,2)2099653198(4,3)
(5,2)1826845051(6,2)
(5,2)1145684145(5,3)
(6,2)494706867(7,2)
(6,2)726174886(6,3)
(7,2)1637120437(8,2)
(7,2)1599415995(7,3)
(8,2)2110287241(9,2)
(8,2)1893543477(8,3)
(9,2)723528265(10,2)
(9,2)998749101(9,3)
(10,2)1238839563(11,2)
(10,2)651829118(10,3)
(11,2)1542650121(12,2)
(11,2)1736367134(11,3)
(12,2)1644108883(13,2)
(12,2)1383485041(12,3)
(13,2)1449347757(14,2)
(13,2)1161790571(13,3)
(14,2)796130455(15,2)
(14,2)275159635(14,3)
(15,2)1370085625(16,2)
(15,2)1617057265(15,3)
(16,2)761018343(17,2)
(16,2)1657900497(16,3)
(17,2)599298443(18,2)
(17,2)881866544(17,3)
(18,2)450809110(19,2)
(18,2)928260764(18,3)
(19,2)880430314(20,2)
(19,2)949696069(19,3)
(20,2)2095380215(21,2)
(20,2)1133960191(20,3)
(21,2)1860135077(22,2)
(21,2)559791718(21,3)
(22,2)11724065(23,2)
(22,2)442603434(22,3)
(23,2)188663263(24,2)
(23,2)1349771866(23,3)
(24,2)201037319(25,2)
(24,2)2122011306(24,3)
(25,2)626356776(26,2)
(25,2)912191528(25,3)
(26,2)501075015(27,2)
(26,2)1439876883(26,3)
(27,2)675878276(28,2)
(27,2)21523250(27,3)
(28,2)1183313821(29,2)
(28,2)2145183898(28,3)
(29,2)2125226034(29,3)
(0,3)1979444276(1,3)
(0,3)272859885(0,4)
(1,3)1642945510(2,3)
(1,3)1594799651(1,4)
(2,3)208334346(3,3)
(2,3)1489861125(2,4)
(3,3)2089159568(4,3)
(3,3)377328407(3,4)
(4,3)828137517(5,3)
(4,3)1136595110(4,4)
(5,3)2017025425(6,3)
